"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"5815",12.423950958221,10.4479889738651,14.3999129425769,9.40197788411215,15.4459240323298
"5816",12.4224266018804,9.79079748023778,15.054055723523,8.39769717408369,16.447156029677
"5817",12.428783501657,9.25910521551353,15.5984617878004,7.58117888671526,17.2763881165987
"5818",12.4341917355371,8.80706008135286,16.0613233897213,6.88697256736786,17.9814109037063
"5819",12.4397141602226,8.40650567581325,16.4729226446319,6.27145407290849,18.6079742475366
"5820",12.4452228397739,8.04325950551886,16.8471861740289,5.71300087667301,19.1774448028747
"5821",12.4507331738254,7.70860148930176,17.192864858349,5.19826861328868,19.7031977343621
"5822",12.4562433087249,7.39676289283474,17.5157237246151,4.71843574620483,20.194050871245
"5823",12.4617534675963,7.10368744044136,17.8198194947513,4.26729861899362,20.656208316199
"5824",12.4672636235823,6.82639480867838,18.1081324384862,3.84029923449934,21.0942280126652
"5825",12.4727737799155,6.56261892348338,18.3829286363477,3.43397192980116,21.5115756300299
"5826",12.478283936207,6.31058907779138,18.6459787946226,3.0456086423413,21.9109592300727
"5827",12.4837940925035,6.06889040607852,18.8986977789284,2.67304552200551,22.2945426630014
"5828",12.4893042487993,5.83637115536734,19.1422373422314,2.31452111462231,22.6640873829764
"5829",12.4948144050953,5.61207888894635,19.3775499212442,1.9685787939406,23.02105001625
"5830",12.5003245613912,5.39521529940003,19.6054338233825,1.63399765412635,23.3666514686561
"5831",12.5058347176872,5.18510339736074,19.8265660380136,1.30974232928861,23.7019271060858
"5832",12.5113448739831,4.98116316940363,20.0415265785626,0.994925765442307,24.027763982524
"5833",12.5168550302791,4.78289317728555,20.2508168832726,0.68878107897272,24.3449289815854
"5834",12.522365186575,4.58985641676365,20.4548739563864,0.390639929564809,24.6540904435852
"5835",12.527875342871,4.40166928944667,20.6540813962952,0.0999156541051853,24.9558350316367
"5836",12.5333854991669,4.21799288893587,20.8487781093979,-0.183910060015275,25.2506810583491
"5837",12.5388956554628,4.03852603397815,21.0392652769476,-0.461297829774297,25.5390891407
"5838",12.5444058117588,3.86299963871083,21.2258119848067,-0.732659186485739,25.8214708100033
"5839",12.5499159680547,3.69117211912161,21.4086598169879,-0.998363601012974,26.0981955371225
"5840",12.5554261243507,3.52282561173053,21.5880266369708,-1.2587442667957,26.3695965154971
"5841",12.5609362806466,3.35776283557014,21.7641097257231,-1.51410289903714,26.6359754603304
"5842",12.5664464369426,3.19580446855341,21.9370884053317,-1.76471374720304,26.8976066210882
"5843",12.5719565932385,3.03678693877974,22.1071262476973,-2.01082697292773,27.1547401594047
"5844",12.5774667495345,2.88056055328368,22.2743729457852,-2.25267151184584,27.4076050109148
"5845",12.5829769058304,2.72698790327657,22.4389659083842,-2.49045751256488,27.6564113242257
"5846",12.5884870621263,2.57594249752953,22.6010316267231,-2.72437842672554,27.9013525509782
"5847",12.5939972184223,2.42730758523232,22.7606868516122,-2.95461280928368,28.1426072461283
"5848",12.5995073747182,2.28097513717651,22.9180396122599,-3.18132587665625,28.3803406260927
"5849",12.6050175310142,2.13684495998905,23.0731901020393,-3.40467086138416,28.6147059234125
"5850",12.6105276873101,1.99482392277627,23.226231451844,-3.62479019487813,28.8458455694984
"5851",12.6160378436061,1.8548252792194,23.3772504079927,-3.84181654418426,29.0738922313964
"5852",12.621547999902,1.71676807110525,23.5263279286988,-4.05587372420502,29.298969724009
"5853",12.6270581561979,1.58057660164566,23.6735397107502,-4.26707750318766,29.5211938155836
"5854",12.6325683124939,1.44617996885773,23.8189566561301,-4.47553631635766,29.7406729413454
"5855",12.6380784687898,1.31351165083983,23.9626452867398,-4.68135190018419,29.9575088377639
"5856",12.6435886250858,1.18250913605904,24.1046681141125,-4.88461985780679,30.1717971079784
"5857",12.6490987813817,1.05311359281906,24.2450839699444,-5.08543016454055,30.383627727304
"5858",12.6546089376777,0.92526957295043,24.3839483024049,-5.28386762104277,30.5930854963981
"5859",12.6601190939736,0.798924745489344,24.5213134424579,-5.48001226061613,30.8002504485634
"5860",12.6656292502695,0.674029656716977,24.6572288438221,-5.67393971619685,31.0051982167359
"5861",12.6711394065655,0.550537513438842,24.7917412996922,-5.86572155180027,31.2080003649313
"5862",12.6766495628614,0.428403986810936,24.9248951389119,-6.05542556254292,31.4087246882658
"5863",12.6821597191574,0.307587034380912,25.0567324039338,-6.24311604680704,31.6074354851218
"5864",12.6876698754533,0.188046738318707,25.1872930125879,-6.42885405364549,31.8041938045521
"5865",12.6931800317493,0.0697451580722035,25.3166149054263,-6.61269760812547,31.999057671624
"5866",12.6986901880452,-0.0473538040937385,25.4447341801842,-6.7947019169688,32.1920822930592
"5867",12.7042003443412,-0.163284526025572,25.5716852147079,-6.97491955655457,32.3833202452369
"5868",12.7097105006371,-0.278079778262994,25.6975007795372,-7.15340064509829,32.5728216463725
"5869",12.715220656933,-0.391770827319439,25.8222121411855,-7.33019300060582,32.7606343144719
"5870",12.720730813229,-0.504387530583379,25.9458491570414,-7.50534228601233,32.9468039124703
"5871",12.7262409695249,-0.615958423656744,26.0684403627066,-7.67889214275494,33.1313740818048
"5872",12.7317511258209,-0.726510800854232,26.190013052496,-7.85088431388577,33.3143865655275
"5873",12.7372612821168,-0.836070789506858,26.3105933537405,-8.02135875770942,33.4958813219431
"5874",12.7427714384128,-0.944663418642929,26.4302062954685,-8.19035375282142,33.6758966296469
"5875",12.7482815947087,-1.05231268255771,26.5488758719751,-8.35790599532969,33.8544691847471
"5876",12.7537917510047,-1.15904159972925,26.6666251017386,-8.52405068895853,34.0316341909678
