"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"5815",0.0716897284473301,0.00283085948685802,0.140548597407802,-0.0336208238606733,0.177000280755334
"5816",0.0724259224591304,-0.0306935155471916,0.175545360465452,-0.0852816486072857,0.230133493525546
"5817",0.0730527063374615,-0.0560429623079366,0.20214837498286,-0.124382081233941,0.270487493908864
"5818",0.0736669363143716,-0.0770444886585591,0.224378361287302,-0.15682629778357,0.304160170412313
"5819",0.0742797258356678,-0.0953198973634366,0.243879349034772,-0.18510051464693,0.333659966318266
"5820",0.0748923500766816,-0.111693672472713,0.261478372626076,-0.21046634640307,0.360251046556433
"5821",0.0755049553531597,-0.126645186566744,0.277655097273063,-0.233657007602503,0.384666918308823
"5822",0.0761175584536153,-0.140481192121356,0.292716309028587,-0.255141644560127,0.407376761467358
"5823",0.0767301613043907,-0.153411877325858,0.30687219993464,-0.275241713391287,0.428702036000068
"5824",0.0773427641265174,-0.165588701879977,0.320274230133012,-0.294188851834568,0.448874380087603
"5825",0.0779553669453565,-0.177125083915699,0.333035817806412,-0.312156517967719,0.468067251858432
"5826",0.0785679697638191,-0.188108567725665,0.345244507253303,-0.329278599234066,0.486414538761705
"5827",0.0791805725822381,-0.198608402870959,0.356969548035435,-0.345661003698134,0.504022148862611
"5828",0.0797931754006518,-0.208680487382106,0.368266838183409,-0.361389220020393,0.520975570821697
"5829",0.080405778219065,-0.218370715761409,0.379182272199539,-0.376533437785113,0.537344994223243
"5830",0.0810183810374783,-0.22771731918397,0.389754081258927,-0.391152126528988,0.553188888603944
"5831",0.0816309838558915,-0.23675254559749,0.400014513309273,-0.405294605232047,0.56855657294383
"5832",0.0822435866743048,-0.245503893961559,0.409991067310169,-0.419002929923763,0.583490103272373
"5833",0.082856189492718,-0.253995039240561,0.419707418225997,-0.432313308337616,0.598025687323052
"5834",0.0834687923111317,-0.262246537888563,0.429184122510826,-0.445257178857129,0.612194763479393
"5835",0.0840813951295449,-0.270276374322527,0.438439164581617,-0.457862046274521,0.626024836533611
"5836",0.0846939979479582,-0.278100390110915,0.447488386006831,-0.470152138178035,0.639540134073951
"5837",0.0853066007663714,-0.285732625250199,0.456345826782942,-0.482148926889325,0.652762128422068
"5838",0.0859192035847847,-0.293185592585008,0.465023999754577,-0.493871549152845,0.665709956322414
"5839",0.0865318064031979,-0.300470500715124,0.47353411352152,-0.505337147042688,0.678400759849084
"5840",0.0871444092216112,-0.307597436737071,0.481886255180293,-0.516561147441726,0.690849965884949
"5841",0.0877570120400248,-0.314575517326955,0.490089541407005,-0.527557493102875,0.703071517182925
"5842",0.0883696148584381,-0.32141301462065,0.498152244337527,-0.538338835166223,0.715078064883099
"5843",0.0889822176768513,-0.328117461846833,0.506081897200535,-0.548916694710821,0.726881130064523
"5844",0.0895948204952646,-0.33469574255643,0.513885383546959,-0.559301599219343,0.738491240209872
"5845",0.0902074233136778,-0.341154166458393,0.521569013085748,-0.569503198558896,0.749918045186252
"5846",0.0908200261320911,-0.347498534239988,0.52913858650417,-0.579530364115099,0.761170416379281
"5847",0.0914326289505043,-0.353734193266309,0.536599451167318,-0.589391273977133,0.772256531878142
"5848",0.0920452317689175,-0.359866085680181,0.543956549218016,-0.599093486500203,0.783183950038038
"5849",0.0926578345873312,-0.365898790132609,0.551214459307271,-0.608644004126745,0.793959673301408
"5850",0.0932704374057445,-0.371836558145288,0.558377432956777,-0.61804932899809,0.804590203809579
"5851",0.0938830402241577,-0.377683345925737,0.565449426374053,-0.627315511611512,0.815081592059828
"5852",0.094495643042571,-0.383442842311388,0.57243412839653,-0.63644819355702,0.825439479642162
"5853",0.0951082458609842,-0.389118493403175,0.579334985125143,-0.64545264519119,0.835669136913159
"5854",0.0957208486793975,-0.394713524355736,0.58615522171453,-0.654333798962394,0.845775496321189
"5855",0.0963334514978107,-0.400230958715334,0.592897861710955,-0.663096278985606,0.855763181981227
"5856",0.0969460543162239,-0.405673635634629,0.599565744267077,-0.671744427370115,0.865636536002563
"5857",0.0975586571346376,-0.411044225242425,0.6061615395117,-0.680282327725531,0.875399641994806
"5858",0.0981712599530509,-0.416345242404473,0.612687762310575,-0.68871382620712,0.885056346113221
"5859",0.0987838627714641,-0.421579059076532,0.61914678461946,-0.697042550408169,0.894610275951097
"5860",0.0993964655898774,-0.426747915421788,0.625540846601542,-0.705271926362623,0.904064857542377
"5861",0.100009068408291,-0.431853929840424,0.631872066657005,-0.713405193883983,0.913423330700564
"5862",0.100621671226704,-0.43689910803869,0.638142450492098,-0.721445420435251,0.922688762888659
"5863",0.101234274045117,-0.441885351247543,0.644353899337778,-0.72939551369826,0.931864061788494
"5864",0.10184687686353,-0.446814463686361,0.650508217413422,-0.737258232988429,0.94095198671549
"5865",0.102459479681944,-0.451688159354773,0.656607118718661,-0.745036199641986,0.949955159005874
"5866",0.103072082500357,-0.456508068225106,0.66265223322582,-0.752731906486485,0.9588760714872
"5867",0.103684685318771,-0.461275741898832,0.668645112536373,-0.760347726491604,0.967717097129145
"5868",0.104297288137184,-0.465992658782679,0.674587235057047,-0.767885920685318,0.976480496959685
"5869",0.104909890955597,-0.470660228833316,0.68048001074451,-0.775348645410269,0.985168427321463
"5870",0.10552249377401,-0.475279797913779,0.6863247854618,-0.782737958986349,0.993782946534369
"5871",0.106135096592423,-0.479852651799769,0.692122844984616,-0.790055827837801,1.00232602102265
"5872",0.106747699410837,-0.484380019869621,0.697875418691295,-0.797304132136537,1.01079953095821
"5873",0.10736030222925,-0.488863078507936,0.703583682966437,-0.804484671007551,1.01920527546605
