"","x"
"1",-0.511900007724762
"2",1.22790002822876
"3",0.271899998188019
"4",1.9838000535965
"5",0.0917000025510788
"6",0.767300009727478
"7",0.0273000001907349
"8",0.417600005865097
"9",0.686200022697449
"10",-0.0810000002384186
"11",-0.315699994564056
"12",0.333700001239777
"13",0.923099994659424
"14",-0.527700006961823
"15",1.71599996089935
"16",0.228900000452995
"17",-0.0791999995708466
"18",1.08550000190735
"19",-0.681500017642975
"20",0.985700011253357
"21",-0.0694999992847443
"22",0
"23",-0.653599977493286
"24",0.253199994564056
"25",0.920199990272522
"26",0.482800006866455
"27",1.42599999904633
"28",-0.706200003623962
"29",0.663800001144409
"30",0.456999987363815
"31",-1.46290004253387
"32",-1.12870001792908
"33",-0.704299986362457
"34",1.61860001087189
"35",-1.02699995040894
"36",-0.208399996161461
"37",-1.49759995937347
"38",0.571900010108948
"39",-1.41369998455048
"40",-0.0266999993473291
"41",1.15929996967316
"42",-1.02579998970032
"43",0.248600006103516
"44",-1.47379994392395
"45",-2.25690007209778
"46",-1.62380003929138
"47",-0.365500003099442
"48",1.18529999256134
"49",-0.847899973392487
"50",-1.1764999628067
"51",-0.180099993944168
"52",-3.05290007591248
"53",1.7833000421524
"54",0.201499998569489
"55",-1.14740002155304
"56",-0.788600027561188
"57",-3.00629997253418
"58",-0.0907000005245209
"59",-0.515500009059906
"60",-0.467200011014938
"61",2.47370004653931
"62",1.39079999923706
"63",0.0881000012159348
"64",0.488099992275238
"65",-0.517499983310699
"66",-1.93739998340607
"67",1.00300002098083
"68",1.86979997158051
"69",0.936299979686737
"70",-0.279000014066696
"71",-0.91949999332428
"72",-0.20440000295639
"73",-1.06770002841949
"74",-0.483700007200241
"75",-0.495999991893768
"76",-0.748700022697449
"77",3.57270002365112
"78",0.289600014686584
"79",0.643800020217896
"80",0.725300014019012
"81",0.455399990081787
"82",0.208000004291534
"83",0.405400007963181
"84",-0.783900022506714
"85",0.11370000243187
"86",0.754899978637695
"87",-0.122299998998642
"88",0.871500015258789
"89",-0.984499990940094
"90",-1.33749997615814
"91",0.0573000013828278
"92",1.44019997119904
"93",0.516099989414215
"94",0.130899995565414
"95",0.335900008678436
"96",0.297600001096725
"97",-0.046399999409914
"98",0.0929000005125999
"99",1.1904000043869
"100",1.46609997749329
"101",0.702600002288818
"102",0.590699970722198
"103",-1.61029994487762
"104",0.875800013542175
"105",-0.432399988174438
"106",-0.225999996066093
"107",1.88250005245209
"108",0.150800004601479
"109",0.37169998884201
"110",0.449499994516373
"111",0.832000017166138
"112",1.17910003662109
"113",-0.43189999461174
"114",0.250699996948242
"115",0.241500005125999
"116",-0.0516999997198582
"117",0.197999998927116
"118",-1.38580000400543
"119",-0.524699985980988
"120",0.393799990415573
"121",0.548699975013733
"122",1.36290001869202
"123",-0.455099999904633
"124",-0.163699999451637
"125",-1.52890002727509
"126",0.602199971675873
"127",0.650499999523163
"128",1.52699995040894
"129",0.704100012779236
"130",-0.381099998950958
"131",0.118699997663498
"132",-0.876900017261505
"133",0.758099973201752
"134",1.82469999790192
"135",-0.593400001525879
"136",0.276199996471405
"137",1.50170004367828
"138",0.492900013923645
"139",0.384400010108948
"140",-0.261500000953674
"141",-0.212999999523163
"142",-0.114900000393391
"143",-0.832799971103668
"144",0.536700010299683
"145",0.79559999704361
"146",-0.138999998569489
"147",-0.459199994802475
"148",-0.378800004720688
"149",-0.189899995923042
"150",-0.198599994182587
"151",0.668600022792816
"152",1.42949998378754
"153",0.25110000371933
"154",0.942099988460541
"155",-0.796599984169006
"156",-0.412800014019012
"157",1.58539998531342
"158",0.374500006437302
"159",-1.87070000171661
"160",-0.642300009727478
"161",0.94980001449585
"162",1.3561999797821
"163",0.44539999961853
"164",-0.684800028800964
"165",-0.256000012159348
"166",-1.06299996376038
"167",-1.17270004749298
"168",0.245399996638298
"169",1.10520005226135
"170",1.9050999879837
"171",-0.556599974632263
"172",-0.431499987840652
"173",-1.26520001888275
"174",0.614400029182434
"175",0.59469997882843
"176",0.678699970245361
"177",-0.0954999998211861
"178",0.103500001132488
"179",0.847800016403198
"180",1.66659998893738
"181",-0.365399986505508
"182",0.659799993038177
"183",0.885800004005432
"184",-0.746599972248077
"185",0.723599970340729
"186",-1.27369999885559
"187",-1.85839998722076
"188",-2.24909996986389
"189",1.54219996929169
"190",1.32229995727539
"191",0.752300024032593
"192",0.96340000629425
"193",1.83870005607605
"194",-0.5557000041008
"195",0.495000004768372
"196",-0.464399993419647
"197",-0.574000000953674
"198",1.32659995555878
"199",-0.00760000012814999
"200",1.26450002193451
"201",-1.11310005187988
"202",-0.530799984931946
"203",0.825399994850159
"204",-0.582300007343292
"205",0.060699999332428
"206",-1.82829999923706
"207",0.246700003743172
"208",-1.52880001068115
"209",0.132799997925758
"210",-0.109399996697903
"211",-1.2746000289917
"212",0.930000007152557
"213",1.22409999370575
"214",1.75909996032715
"215",-1.85989999771118
"216",0.209199994802475
"217",0.23199999332428
"218",1.36539995670319
"219",2.50530004501343
"220",1.40180003643036
"221",0.482400000095367
"222",0.436500012874603
"223",1.40569996833801
"224",-0.459199994802475
"225",0.958999991416931
"226",-0.923099994659424
"227",-0.57669997215271
"228",0.734799981117249
"229",0.601100027561188
"230",0.24940000474453
"231",-2.38369989395142
"232",-0.17509999871254
"233",-0.189999997615814
"234",-0.168400004506111
"235",-1.81140005588531
"236",-2.58480000495911
"237",-0.0996000021696091
"238",-1.71609997749329
"239",-0.704200029373169
"240",1.45759999752045
"241",0.170100003480911
"242",0.884500026702881
"243",1.73829996585846
"244",0.0826999992132187
"245",0.524900019168854
"246",1.5436999797821
"247",-0.354099988937378
"248",0.427799999713898
"249",0.506500005722046
"250",-1.13399994373322
"251",0.221900001168251
"252",0.317200005054474
"253",0.42629998922348
"254",1.18850004673004
"255",0.10869999974966
"256",-2.22560000419617
"257",-1.50670003890991
"258",0.315100014209747
"259",0.0299999993294477
"260",-0.172399997711182
"261",0.135000005364418
"262",0.560400009155273
"263",0.408899992704391
"264",-0.297199994325638
"265",-2.04500007629395
"266",-0.220500007271767
"267",-0.840900003910065
"268",-0.0230000000447035
"269",-0.299899995326996
"270",0.981000006198883
"271",-0.596700012683868
"272",-0.0768000036478043
"273",-0.531199991703033
"274",-2.05890011787415
"275",1.21389997005463
"276",0.101099997758865
"277",0.805499970912933
"278",0.745500028133392
"279",-1.02359998226166
"280",-0.023199999704957
"281",-0.776799976825714
"282",-0.594399988651276
"283",-0.39300000667572
"284",0.65149998664856
"285",0.522800028324127
"286",-1.46619999408722
"287",-0.023700000718236
"288",0.606500029563904
"289",0.0313999988138676
"290",0.883099973201752
"291",1.22189998626709
"292",0.895299971103668
"293",0.562099993228912
"294",-1.10450005531311
"295",0.229499995708466
"296",-0.713199973106384
"297",-0.061599999666214
"298",0.973299980163574
"299",-0.504599988460541
"300",-0.391699999570847
"301",2.46269989013672
"302",-0.0601000003516674
"303",1.17260003089905
"304",-0.565900027751923
"305",0.223800003528595
"306",-0.567799985408783
"307",0.463499993085861
"308",1.1936000585556
"309",-0.754599988460541
"310",1.79560005664825
"311",-0.614499986171722
"312",-1.19589996337891
"313",-0.275200009346008
"314",1.27279996871948
"315",0.418199986219406
"316",-0.183200001716614
"317",-0.610700011253357
"318",-1.15810000896454
"319",-0.0148999998345971
"320",0.298299998044968
"321",0.267699986696243
"322",-0.118900001049042
"323",-1.0161999464035
"324",-0.35359999537468
"325",1.11670005321503
"326",0.394199997186661
"327",0.555199980735779
"328",-0.904799997806549
"329",-0.067100003361702
"330",-0.14920000731945
"331",0.89190000295639
"332",0.251300007104874
"333",-0.852500021457672
"334",-0.957400023937225
"335",-0.135399997234344
"336",-0.112999998033047
"337",-1.5566999912262
"338",-0.268200010061264
"339",0.352400004863739
"340",0.678200006484985
"341",-0.00760000012814999
"342",-1.4922000169754
"343",0.775600016117096
"344",-0.1300999969244
"345",0.557600021362305
"346",0.675700008869171
"347",0.279599994421005
"348",-0.340099990367889
"349",-0.0681999996304512
"350",-0.189600005745888
"351",-0.3192999958992
"352",1.09049999713898
"353",0.750400006771088
"354",-0.239500001072884
"355",-0.646499991416931
"356",-0.135800004005432
"357",-1.3610999584198
"358",0.0688999965786934
"359",0.191100001335144
"360",0.957499980926514
"361",0.0151000004261732
"362",-0.20440000295639
"363",0.264899998903275
"364",1.07490003108978
"365",-0.194600000977516
"366",0.0899000018835068
"367",-1.09870004653931
"368",0.881500005722046
"369",-1.26810002326965
"370",0.477400004863739
"371",-0.242200002074242
"372",1.05540001392365
"373",-0.518800020217896
"374",0.112999998033047
"375",-0.188400000333786
"376",-0.506699979305267
"377",-0.51690000295639
"378",-1.10350000858307
"379",-0.874599993228912
"380",-0.992200016975403
"381",0.6807000041008
"382",0.0623999983072281
"383",0.760800004005432
"384",0.0540999993681908
"385",0.208499997854233
"386",0.00769999995827675
"387",0.446399986743927
"388",0.0843999981880188
"389",0.321700006723404
"390",-1.57239997386932
"391",-0.295700013637543
"392",-0.947300016880035
"393",0.212200000882149
"394",0.828599989414215
"395",1.11469995975494
"396",-0.5867999792099
"397",0.0154999997466803
"398",0.655900001525879
"399",0.697499990463257
"400",-0.336600005626678
"401",0.535000026226044
"402",1.12940001487732
"403",-0.0226000007241964
"404",-0.67330002784729
"405",0.597800016403198
"406",0.983500003814697
"407",-0.336800009012222
"408",0.0824000015854836
"409",-0.76690000295639
"410",-0.963199973106384
"411",-0.849500000476837
"412",0.291599988937378
"413",0.153200000524521
"414",-1.12339997291565
"415",-2.92880010604858
"416",-0.295300006866455
"417",-0.136000007390976
"418",-1.16719996929169
"419",0.460399985313416
"420",-1.04509997367859
"421",0.187099993228912
"422",0.381300002336502
"423",-1.83879995346069
"424",-0.96969997882843
"425",-1.75600004196167
"426",0.355399996042252
"427",1.458899974823
"428",1.21609997749329
"429",-0.784300029277802
"430",-0.740299999713898
"431",-0.754299998283386
"432",-1.45749998092651
"433",-0.762600004673004
"434",0.839399993419647
"435",-0.478799998760223
"436",-0.886699974536896
"437",-0.554899990558624
"438",-1.96689999103546
"439",2.41799998283386
"440",0.354299992322922
"441",0.206799998879433
"442",0.771700024604797
"443",1.92869997024536
"444",0.12559999525547
"445",-0.100500002503395
"446",1.59539997577667
"447",0.820999979972839
"448",-0.705600023269653
"449",-0.197799995541573
"450",-0.355399996042252
"451",-1.65289998054504
"452",0.763100028038025
"453",-0.43529999256134
"454",-0.176300004124641
"455",1.08669996261597
"456",-0.149800002574921
"457",-0.383700013160706
"458",-0.873099982738495
"459",-0.37169998884201
"460",0.951799988746643
"461",0.13400000333786
"462",-0.326999992132187
"463",2.34910011291504
"464",1.87740004062653
"465",0.481900006532669
"466",-0.0480999983847141
"467",-0.96670001745224
"468",-0.706700026988983
"469",0.504100024700165
"470",-0.479699999094009
"471",0.179100006818771
"472",0.219400003552437
"473",-1.24150002002716
"474",-1.18229997158051
"475",0.754000008106232
"476",-0.737299978733063
"477",0.373499989509583
"478",0.824999988079071
"479",-0.0904000028967857
"480",1.55850005149841
"481",0.436300009489059
"482",0.83490002155304
"483",1.00220000743866
"484",-0.198100000619888
"485",-1.12450003623962
"486",0.344300001859665
"487",0.907000005245209
"488",-0.851100027561188
"489",-0.296000003814697
"490",0.527400016784668
"491",0.183100000023842
